Date,Stock,macro_gdp,macro_cpi,macro_csent,macro_candh,macro_retailsal,macro_indpro,macro_bondyd,macro_ppiaco,macro_DCOILBRENTEU,Debt to Equity Ratio,Return on Assets,TTM Net EPS,PE Ratio,FF-RmxRf,FF-SMB,FF-HML,FF-Rf,adjusted,sma3,sma13,sma20,ema14,rsi14,macd,signal,Social Media Sentiment,ret,ret1
6/1/2019,LUV,18962.18,0.02,98.20,-0.02,448992.00,102.59,2.07,200.30,1.37,1.65,0.09,4.32,11.63,0.07,0.00,-0.01,0.00,50.19,51.79,53.83,55.27,53.39,47.37,-3.17,-0.94,0.21,-0.02,0.04
7/1/2019,LUV,19130.93,0.17,98.40,-0.02,453667.00,102.20,2.06,200.70,1.23,1.67,0.09,4.47,12.00,0.01,-0.02,0.00,0.00,51.97,51.70,53.92,55.15,53.28,49.69,-2.96,-1.82,0.11,0.04,-0.04
8/1/2019,LUV,19130.93,-0.01,89.80,0.01,455967.00,102.91,1.63,199.20,1.23,1.67,0.09,4.47,12.00,-0.03,-0.02,-0.05,0.00,49.90,51.21,53.66,54.46,52.89,46.98,-3.66,-2.61,0.08,-0.04,0.08
9/1/2019,LUV,19130.93,0.08,93.20,-0.05,452048.00,102.58,1.70,198.40,1.23,1.67,0.09,4.47,12.00,0.01,-0.01,0.07,0.00,53.84,52.37,53.24,53.99,53.07,52.00,-4.45,-3.18,0.12,0.08,0.00
10/1/2019,LUV,19215.69,0.23,95.50,-0.03,453451.00,101.78,1.71,198.60,0.97,1.63,0.09,4.28,12.56,0.02,0.00,-0.02,0.00,53.85,52.93,52.61,53.81,53.22,52.01,-4.87,-3.53,0.08,0.00,0.06
11/1/2019,LUV,19215.69,-0.05,96.80,0.00,455933.00,102.10,1.81,199.00,0.97,1.63,0.09,4.28,12.56,0.04,0.01,-0.02,0.00,57.13,55.33,52.67,53.76,53.80,56.14,-4.34,-3.76,0.00,0.06,-0.05
12/1/2019,LUV,19215.69,-0.09,99.30,-0.01,458923.00,101.76,1.86,199.00,0.97,1.63,0.09,4.28,12.56,0.03,0.01,0.02,0.00,54.56,55.53,52.85,53.77,53.93,52.17,-3.32,-3.74,0.08,-0.05,0.00
1/1/2020,LUV,18989.88,0.39,99.80,0.03,456113.00,101.30,1.76,199.30,-0.18,1.96,0.07,3.40,10.47,0.00,-0.03,-0.06,0.00,54.77,55.78,53.28,53.92,54.07,52.38,-2.71,-3.65,-0.06,0.00,0.00
2/1/2020,LUV,18989.88,0.27,101.00,-0.01,457898.00,101.70,1.50,196.70,-0.18,1.96,0.07,3.40,10.47,-0.08,0.01,-0.04,0.00,54.89,54.97,53.60,54.11,54.21,52.55,-2.30,-3.53,0.06,0.00,-0.28
3/1/2020,LUV,18989.88,-0.22,89.10,-0.65,432392.00,97.87,0.87,193.10,-0.18,1.96,0.07,3.40,10.47,-0.13,-0.05,-0.14,0.00,39.62,49.90,52.31,53.40,52.27,35.08,-2.42,-3.45,0.01,-0.28,-0.20
4/1/2020,LUV,17378.71,-0.67,71.80,-1.27,375918.00,84.96,0.66,185.50,-1.63,2.27,0.01,0.40,85.45,0.14,0.02,-0.01,0.00,31.59,42.11,50.80,52.00,49.51,29.57,-3.91,-3.55,0.05,-0.20,-0.12
5/1/2020,LUV,17378.71,0.00,72.30,0.94,442045.00,86.33,0.67,188.60,-1.63,2.27,0.01,0.40,85.45,0.06,0.02,-0.05,0.00,27.90,33.04,48.88,50.28,46.63,27.45,-5.58,-3.77,0.05,-0.12,0.27
6/1/2020,LUV,17378.71,0.55,78.10,0.47,472249.00,91.75,0.73,191.20,-1.63,2.27,0.01,0.40,85.45,0.02,0.03,-0.02,0.00,35.48,31.66,47.62,49.21,45.14,37.41,-6.71,-4.02,0.08,0.27,-0.07
7/1/2020,LUV,18743.72,0.51,72.50,0.10,481169.00,95.24,0.62,193.00,-1.96,2.65,-0.05,-2.79,0.00,0.06,-0.02,-0.01,0.00,32.94,32.11,46.25,48.23,43.51,35.64,-8.61,-4.43,0.03,-0.07,0.06
8/1/2020,LUV,18743.72,0.32,74.10,0.01,482391.00,96.12,0.65,194.30,-1.96,2.65,-0.05,-2.79,0.00,0.08,0.00,-0.03,0.00,34.90,34.44,44.90,47.51,42.37,38.07,-10.05,-5.07,0.05,0.06,0.11
9/1/2020,LUV,18743.72,0.14,80.40,0.12,492700.00,96.07,0.68,195.50,-1.96,2.65,-0.05,-2.79,0.00,-0.04,0.00,-0.03,0.00,38.87,35.57,44.02,46.91,41.90,42.79,-11.61,-5.99,0.14,0.11,0.02
10/1/2020,LUV,18924.26,0.04,81.80,0.01,490826.00,96.83,0.79,196.50,-1.67,2.90,-0.09,-5.31,0.00,-0.02,0.04,0.04,0.00,39.50,37.76,42.88,46.06,41.58,43.52,-12.74,-7.10,0.16,0.02,0.12
11/1/2020,LUV,18924.26,-0.06,76.90,-0.08,486833.00,97.12,0.87,198.30,-1.67,2.90,-0.09,-5.31,0.00,0.12,0.06,0.02,0.00,44.04,40.80,42.10,45.70,41.91,48.64,-13.82,-8.38,0.25,0.12,0.06
12/1/2020,LUV,18924.26,0.09,80.70,-0.10,488876.00,98.14,0.93,200.50,-1.67,2.90,-0.09,-5.31,0.00,0.05,0.05,-0.02,0.00,46.50,43.35,41.25,45.39,42.52,51.22,-14.57,-9.73,-0.01,0.06,0.00
1/1/2021,LUV,19216.22,0.43,79.00,0.40,513269.00,99.26,1.08,204.80,0.19,2.90,-0.08,-4.94,0.00,0.00,0.07,0.03,0.00,46.59,45.71,40.62,45.12,43.06,51.31,-15.65,-11.04,0.07,0.00,0.12
2/1/2021,LUV,19216.22,0.55,76.80,-0.22,503650.00,96.22,1.26,210.60,0.19,2.90,-0.08,-4.94,0.00,0.03,0.02,0.07,0.00,52.11,48.40,40.40,45.19,44.27,56.93,-16.37,-12.24,0.02,0.12,0.14
3/1/2021,LUV,19216.22,0.71,84.90,0.61,558369.00,98.86,1.61,215.00,0.19,2.90,-0.08,-4.94,0.00,0.03,-0.02,0.07,0.00,59.59,52.76,40.74,45.54,46.31,63.14,-13.44,-12.98,0.15,0.14,0.05
4/1/2021,LUV,19544.25,0.82,88.30,0.01,555865.00,99.02,1.64,217.90,0.57,2.94,-0.04,-2.74,0.00,0.05,-0.03,-0.01,0.00,62.42,58.04,42.49,46.15,48.46,65.18,-8.43,-12.96,0.10,0.05,-0.02
5/1/2021,LUV,19544.25,0.80,82.90,-0.12,550441.00,99.78,1.62,224.90,0.57,2.94,-0.04,-2.74,0.00,0.00,0.00,0.07,0.00,60.90,60.97,44.75,46.48,50.12,63.16,-3.39,-12.22,0.23,-0.02,-0.07
6/1/2021,LUV,19544.25,0.93,85.50,0.03,553044.00,100.19,1.52,228.90,0.57,2.94,-0.04,-2.74,0.00,0.03,0.02,-0.08,0.00,56.69,60.00,46.96,46.60,50.99,57.80,-0.01,-10.94,0.15,-0.07,-0.09
7/1/2021,LUV,19672.59,0.48,81.20,-0.12,541721.00,100.87,1.32,231.85,0.73,2.62,0.00,-0.05,0.00,0.01,-0.04,-0.02,0.00,51.68,56.42,48.21,46.31,51.09,52.13,3.27,-9.16,0.09,-0.09,-0.03
8/1/2021,LUV,19672.59,0.21,70.30,0.06,548310.00,100.84,1.28,233.42,0.73,2.62,0.00,-0.05,0.00,0.03,0.00,0.00,0.00,49.89,52.75,49.51,46.06,50.93,50.23,5.94,-6.96,0.29,-0.03,0.00
9/1/2021,LUV,19672.59,0.27,72.80,0.01,552617.00,99.85,1.37,235.68,0.73,2.62,0.00,-0.05,0.00,-0.04,0.01,0.05,0.00,49.99,50.52,50.67,45.81,50.80,50.34,8.10,-4.44,-0.08,0.00,0.01
10/1/2021,LUV,20006.18,0.83,71.70,0.06,562296.00,101.36,1.58,240.47,0.12,2.49,0.03,1.60,26.78,0.07,-0.02,0.00,0.00,50.68,50.19,51.58,45.59,50.78,51.14,10.02,-1.59,0.06,0.01,-0.05
11/1/2021,LUV,20006.18,0.49,67.40,-0.01,565690.00,101.96,1.56,243.29,0.12,2.49,0.03,1.60,26.78,-0.02,-0.01,0.00,0.00,48.15,49.61,52.25,46.02,50.43,48.11,11.28,1.48,-0.30,-0.05,-0.12
12/1/2021,LUV,20006.18,0.31,70.60,-0.18,556810.00,101.76,1.47,241.34,0.12,2.49,0.03,1.60,26.78,0.03,-0.02,0.03,0.00,42.22,47.02,52.11,46.55,49.34,41.84,11.61,4.27,0.03,-0.12,0.05
1/1/2022,LUV,19924.09,0.84,67.20,0.17,576000.00,102.15,1.76,246.45,-0.47,2.58,0.02,0.94,48.72,-0.06,-0.06,0.13,0.00,44.46,44.94,51.95,47.38,48.69,44.77,12.44,6.59,0.00,0.05,0.02
2/1/2022,LUV,19924.09,0.91,62.80,0.02,581768.00,102.90,1.93,252.66,-0.47,2.58,0.02,0.94,48.72,-0.02,0.02,0.03,0.00,45.35,44.01,51.86,47.87,48.24,45.93,12.11,8.31,0.00,0.02,-0.07
3/1/2022,LUV,19924.09,1.34,59.40,0.02,587570.00,103.57,2.13,260.01,-0.47,2.58,0.02,0.94,48.72,0.03,-0.02,-0.02,0.00,42.36,44.06,51.11,48.34,47.46,42.68,10.16,9.44,0.00,-0.07,0.07
4/1/2022,LUV,19895.27,0.56,65.20,0.07,590238.00,104.26,2.75,265.31,1.20,2.44,0.03,1.57,23.01,-0.09,-0.01,0.06,0.00,45.49,44.40,50.02,48.87,47.20,46.92,7.95,9.96,0.00,0.07,-0.02
5/1/2022,LUV,19895.27,1.10,58.40,-0.04,591793.00,104.19,2.90,273.26,1.20,2.44,0.03,1.57,23.01,0.00,-0.02,0.08,0.00,44.51,44.12,48.64,49.16,46.84,45.77,4.51,9.80,0.00,-0.02,-0.12
6/1/2022,LUV,19895.27,1.37,50.00,-0.02,598145.00,104.18,3.14,280.22,1.20,2.44,0.03,1.57,23.01,-0.08,0.02,-0.06,0.00,39.08,43.03,46.97,49.13,45.80,39.98,0.65,8.97,0.00,-0.12,-0.01
10/1/2012,RCL,16300.04,-0.04,82.60,-0.14,361864.00,97.56,1.75,203.50,-1.79,1.39,0.00,0.07,416.67,-0.02,-0.01,0.04,0.00,27.06,29.13,27.23,29.79,28.48,55.92,-15.30,-13.14,0.09,0.06,0.09
11/1/2012,RCL,16300.04,-0.47,82.70,-0.08,362866.00,97.96,1.65,201.80,-1.79,1.39,0.00,0.07,416.67,0.01,0.01,-0.01,0.00,29.50,31.97,27.90,29.40,29.27,59.77,-13.77,-14.24,0.00,0.09,0.00
12/1/2012,RCL,16300.04,-0.27,72.90,-0.09,364443.00,98.21,1.72,201.50,-1.79,1.39,0.00,0.07,416.67,0.01,0.02,0.04,0.00,29.62,33.50,28.50,29.17,29.97,59.87,-11.54,-14.69,0.00,0.00,0.06
1/1/2013,RCL,16441.49,0.30,73.80,-0.08,367277.00,98.20,1.91,202.50,0.35,1.38,0.00,0.21,136.16,0.06,0.00,0.01,0.00,31.44,35.16,29.32,29.01,30.85,62.62,-8.66,-14.47,0.00,0.06,-0.03
2/1/2013,RCL,16441.49,0.82,77.60,-0.10,372515.00,98.68,1.98,204.30,0.35,1.38,0.00,0.21,136.16,0.01,0.00,0.00,0.00,30.38,35.45,29.92,28.98,31.44,59.88,-6.28,-13.64,0.00,-0.03,-0.05
3/1/2013,RCL,16441.49,0.26,78.60,-0.12,369062.00,99.10,1.96,204.00,0.35,1.38,0.00,0.21,136.16,0.04,0.01,0.00,0.00,28.87,35.10,30.21,28.86,31.71,56.12,-3.43,-12.30,0.00,-0.05,0.01
4/1/2013,RCL,16464.40,-0.10,76.40,-0.13,367290.00,98.99,1.76,203.50,0.11,1.39,0.00,0.34,84.67,0.02,-0.02,0.00,0.00,29.04,34.13,30.56,29.28,31.97,56.44,-0.32,-10.35,0.00,0.01,0.10
5/1/2013,RCL,16464.40,0.18,84.50,-0.08,369648.00,99.08,1.93,204.10,0.11,1.39,0.00,0.34,84.67,0.03,0.02,0.03,0.00,31.82,34.65,31.28,29.93,32.62,61.31,3.43,-8.02,0.00,0.10,-0.09
6/1/2013,RCL,16464.40,0.24,84.10,-0.14,370847.00,99.21,2.30,204.30,0.11,1.39,0.00,0.34,84.67,-0.01,0.01,0.00,0.00,29.04,34.68,31.90,30.33,32.74,54.52,6.71,-5.46,0.00,-0.09,0.07
7/1/2013,RCL,16594.74,0.04,85.10,-0.09,373447.00,98.91,2.58,204.40,1.65,1.29,0.00,0.31,107.31,0.06,0.02,0.01,0.00,30.97,35.39,32.78,30.78,33.15,57.94,10.27,-2.62,0.00,0.07,0.07
8/1/2013,RCL,16594.74,0.12,82.10,-0.13,372419.00,99.49,2.74,204.20,1.65,1.29,0.00,0.31,107.31,-0.03,0.00,-0.03,0.00,32.99,35.82,33.81,31.39,33.81,61.22,13.29,0.39,0.00,0.07,0.02
9/1/2013,RCL,16594.74,0.12,77.50,-0.11,372515.00,100.02,2.81,203.90,1.65,1.29,0.00,0.31,107.31,0.04,0.03,-0.01,0.00,33.51,37.51,34.79,31.95,34.45,61.92,15.29,3.37,0.00,0.02,0.02
10/1/2013,RCL,16712.76,-0.26,73.20,-0.08,373492.00,99.90,2.62,202.50,0.03,1.28,0.02,2.14,19.37,0.04,-0.02,0.01,0.00,34.25,38.69,35.52,32.43,35.10,62.91,15.37,6.04,0.00,0.02,0.10
11/1/2013,RCL,16712.76,-0.20,75.10,-0.06,373940.00,100.15,2.72,201.20,0.03,1.28,0.02,2.14,19.37,0.03,0.01,0.00,0.00,37.75,40.44,36.42,33.15,36.20,68.03,14.97,8.40,0.00,0.10,0.04
12/1/2013,RCL,16712.76,-0.01,82.50,-0.09,376621.00,100.36,2.90,202.00,0.03,1.28,0.02,2.14,19.37,0.03,0.00,0.00,0.00,39.29,42.55,37.23,34.02,37.37,69.82,15.03,10.45,0.00,0.04,0.08
1/1/2014,RCL,16654.25,0.37,81.20,-0.20,373327.00,99.98,2.86,203.80,0.12,1.29,0.02,1.91,25.09,-0.03,0.01,-0.02,0.00,42.48,45.60,38.31,35.17,38.85,73.37,15.11,12.16,-0.24,0.08,0.06
2/1/2014,RCL,16654.25,0.37,81.60,-0.03,378580.00,100.75,2.71,205.70,0.12,1.29,0.02,1.91,25.09,0.05,0.00,0.00,0.00,45.15,48.29,39.45,36.52,40.53,75.88,15.74,13.53,0.00,0.06,0.02
3/1/2014,RCL,16654.25,0.64,80.00,-0.03,382404.00,101.74,2.72,207.00,0.12,1.29,0.02,1.91,25.09,0.00,-0.02,0.05,0.00,45.93,50.70,40.75,37.90,42.08,76.52,17.04,14.68,0.00,0.02,0.01
4/1/2014,RCL,16868.11,0.33,84.10,-0.06,386507.00,101.80,2.71,208.30,0.62,1.26,0.03,2.42,20.27,0.00,-0.04,0.01,0.00,46.44,52.12,42.24,39.24,43.51,77.01,18.58,15.60,0.00,0.01,0.01
5/1/2014,RCL,16868.11,0.35,81.90,-0.09,386929.00,102.21,2.56,208.00,0.62,1.26,0.03,2.42,20.27,0.02,-0.02,0.00,0.00,46.75,52.65,43.72,40.39,44.77,77.21,19.26,16.27,0.00,0.01,0.05
6/1/2014,RCL,16868.11,0.19,82.50,-0.08,387863.00,102.56,2.60,208.30,0.62,1.26,0.03,2.42,20.27,0.03,0.03,-0.01,0.00,49.32,53.84,45.18,41.60,46.24,79.54,20.72,16.87,0.00,0.05,0.03
7/1/2014,RCL,17064.62,-0.04,81.80,-0.07,388261.00,102.84,2.54,208.00,2.19,1.17,0.03,2.96,20.15,-0.02,-0.04,0.00,0.00,50.59,55.32,47.00,42.74,47.70,80.65,21.51,17.55,0.00,0.03,0.09
8/1/2014,RCL,17064.62,-0.17,82.50,-0.03,391217.00,102.65,2.42,207.00,2.19,1.17,0.03,2.96,20.15,0.04,0.00,0.00,0.00,55.06,58.41,49.04,44.13,49.64,83.94,22.09,18.34,0.00,0.09,0.08
9/1/2014,RCL,17064.62,0.08,84.60,-0.10,389680.00,102.96,2.53,206.40,2.19,1.17,0.03,2.96,20.15,-0.02,-0.04,-0.01,0.00,59.25,62.11,51.25,45.65,51.94,86.23,22.97,19.23,0.00,0.08,-0.07
10/1/2014,RCL,17141.24,-0.25,86.90,-0.04,390597.00,102.97,2.30,203.40,0.50,1.50,0.04,3.42,21.44,0.03,0.04,-0.02,0.00,55.17,63.74,53.05,46.99,53.29,74.39,23.39,20.15,0.00,-0.07,0.11
11/1/2014,RCL,17141.24,-0.54,88.80,-0.05,391592.00,103.60,2.33,200.90,0.50,1.50,0.04,3.42,21.44,0.03,-0.02,-0.03,0.00,61.43,66.04,55.35,48.77,55.41,78.99,24.03,21.07,0.00,0.11,0.15
12/1/2014,RCL,17141.24,-0.57,93.60,-0.06,388223.00,103.59,2.21,197.00,0.50,1.50,0.04,3.42,21.44,0.00,0.02,0.02,0.00,70.73,70.25,58.13,51.06,58.62,83.64,25.28,21.98,0.00,0.15,0.04
1/1/2015,RCL,17280.65,-0.47,98.10,-0.04,385558.00,102.80,1.88,192.00,0.20,1.62,0.04,3.50,20.89,-0.03,-0.01,-0.04,0.00,73.61,77.07,61.02,53.35,61.81,84.71,26.34,22.84,0.13,0.04,-0.08
2/1/2015,RCL,17280.65,0.43,95.40,-0.14,385104.00,102.16,1.98,191.10,0.20,1.62,0.04,3.50,20.89,0.06,0.01,-0.02,0.00,67.78,79.31,63.13,55.47,63.69,73.35,26.39,23.64,0.06,-0.08,0.04
3/1/2015,RCL,17280.65,0.60,93.00,-0.05,391056.00,101.81,2.04,191.50,0.20,1.62,0.04,3.50,20.89,-0.01,0.03,0.00,0.00,70.53,79.07,65.23,57.62,65.70,74.93,26.71,24.30,0.00,0.04,-0.02
4/1/2015,RCL,17380.88,0.20,95.90,-0.04,391375.00,101.23,1.94,190.90,0.84,1.57,0.04,3.72,18.97,0.01,-0.03,0.02,0.00,68.77,77.16,67.13,59.55,67.18,71.85,26.67,24.87,0.14,-0.02,-0.05
5/1/2015,RCL,17380.88,0.51,90.70,-0.05,394332.00,100.75,2.20,193.40,0.84,1.57,0.04,3.72,18.97,0.01,0.01,-0.01,0.00,65.65,76.27,68.70,61.28,67.98,66.39,26.21,25.33,-0.10,-0.05,0.07
6/1/2015,RCL,17380.88,0.35,96.10,-0.05,394859.00,100.45,2.36,194.80,0.84,1.57,0.04,3.72,18.97,-0.02,0.03,-0.01,0.00,70.40,76.12,70.65,63.23,69.36,69.87,25.71,25.64,0.18,0.07,0.05
7/1/2015,RCL,17437.08,0.01,93.10,-0.02,398128.00,101.11,2.32,193.90,1.03,1.54,0.03,2.56,31.33,0.02,-0.04,-0.04,0.00,74.19,78.02,72.71,65.19,71.12,72.40,25.54,25.87,0.00,0.05,0.08
8/1/2015,RCL,17437.08,-0.14,91.90,-0.05,397710.00,100.88,2.17,191.90,1.03,1.54,0.03,2.56,31.33,-0.06,0.00,0.03,0.00,80.12,83.34,75.16,67.40,73.53,75.81,24.82,25.96,0.10,0.08,0.03
9/1/2015,RCL,17437.08,-0.16,87.20,-0.04,396112.00,100.61,2.17,189.10,1.03,1.54,0.03,2.56,31.33,-0.03,-0.03,0.01,0.00,82.69,87.84,77.44,69.56,75.96,77.05,23.85,25.80,0.00,0.03,0.02
10/1/2015,RCL,17462.58,-0.04,90.00,-0.09,394425.00,100.15,2.07,187.50,0.95,1.58,0.03,3.01,30.39,0.08,-0.02,0.00,0.00,84.53,91.55,79.50,71.68,78.33,77.91,23.83,25.52,-0.10,0.02,0.02
11/1/2015,RCL,17462.58,-0.21,91.30,-0.03,396141.00,99.38,2.26,185.70,0.95,1.58,0.03,3.01,30.39,0.01,0.04,0.00,0.00,86.39,93.75,82.09,73.86,80.65,78.84,23.08,25.16,-0.04,0.02,0.01
12/1/2015,RCL,17462.58,-0.34,92.60,-0.02,397244.00,98.86,2.24,183.50,0.95,1.58,0.03,3.01,30.39,-0.02,-0.03,-0.03,0.00,87.06,95.25,84.18,76.03,82.74,79.10,21.22,24.55,0.00,0.01,-0.09
1/1/2016,RCL,17565.47,0.17,92.00,-0.08,394576.00,99.41,2.09,182.60,0.46,1.66,0.03,3.27,22.83,-0.06,-0.03,0.02,0.00,79.42,93.25,84.81,77.77,83.40,65.77,18.93,23.69,0.00,-0.09,-0.17
2/1/2016,RCL,17565.47,0.08,91.70,0.03,398149.00,98.89,1.78,181.30,0.46,1.66,0.03,3.27,22.83,0.00,0.01,-0.01,0.00,65.56,85.41,84.02,78.59,81.91,49.65,16.79,22.64,-0.02,-0.17,0.04
3/1/2016,RCL,17565.47,0.43,91.00,-0.13,396959.00,98.14,1.89,182.10,0.46,1.66,0.03,3.27,22.83,0.07,0.01,0.01,0.00,68.16,78.26,83.94,79.47,80.97,51.81,14.74,21.42,-0.02,0.04,0.06
4/1/2016,RCL,17618.58,0.47,89.00,-0.05,398099.00,98.44,1.81,183.20,1.06,1.76,0.04,3.49,17.57,0.01,0.01,0.03,0.00,72.26,75.49,83.98,80.33,80.76,55.35,13.36,20.07,0.00,0.06,-0.03
5/1/2016,RCL,17618.58,0.40,94.70,-0.05,399909.00,98.21,1.81,185.30,1.06,1.76,0.04,3.49,17.57,0.02,0.00,-0.02,0.00,70.02,77.03,83.98,80.83,80.24,53.01,12.35,18.68,0.12,-0.03,-0.04
6/1/2016,RCL,17618.58,0.33,93.50,-0.01,404677.00,98.68,1.64,187.60,1.06,1.76,0.04,3.49,17.57,0.00,0.01,-0.01,0.00,67.33,76.61,84.02,81.41,79.35,50.06,10.65,17.22,0.14,-0.04,-0.04
7/1/2016,RCL,17724.49,-0.16,90.00,-0.04,403648.00,98.84,1.50,187.70,3.21,1.55,0.06,5.67,12.15,0.04,0.03,-0.01,0.00,64.90,73.80,83.45,81.49,78.23,47.72,8.40,15.50,0.22,-0.04,0.00
8/1/2016,RCL,17724.49,0.09,89.80,-0.05,403861.00,98.73,1.56,186.60,3.21,1.55,0.06,5.67,12.15,0.00,0.01,0.03,0.00,64.76,71.78,82.54,81.06,77.24,47.58,5.63,13.56,0.00,0.00,-0.02
9/1/2016,RCL,17724.49,0.24,91.20,-0.06,406384.00,98.63,1.63,186.90,3.21,1.55,0.06,5.67,12.15,0.00,0.02,-0.01,0.00,63.74,70.43,81.04,80.41,76.22,46.44,2.61,11.50,0.00,-0.02,0.04
10/1/2016,RCL,17812.56,0.12,87.20,-0.04,407253.00,98.71,1.76,186.70,1.20,1.45,0.06,5.94,12.77,-0.02,-0.04,0.04,0.00,66.38,70.81,79.52,80.22,75.66,49.14,-0.18,9.37,0.00,0.04,0.12
11/1/2016,RCL,17812.56,-0.16,93.80,-0.07,405872.00,98.30,2.14,186.30,1.20,1.45,0.06,5.94,12.77,0.05,0.06,0.08,0.00,74.08,74.03,78.50,80.30,76.30,57.00,-2.45,7.23,0.00,0.12,0.04
12/1/2016,RCL,17812.56,0.03,98.20,0.03,413211.00,98.91,2.49,188.20,1.20,1.45,0.06,5.94,12.77,0.02,0.00,0.04,0.00,77.20,78.71,77.57,80.64,77.28,59.56,-4.79,5.06,-0.01,0.04,0.05
1/1/2017,RCL,17889.09,0.58,98.50,-0.06,416024.00,98.73,2.43,190.70,0.99,1.38,0.06,6.47,14.09,0.02,-0.01,-0.03,0.00,80.72,83.73,76.86,81.34,78.59,62.24,-5.67,2.95,0.00,0.05,0.10
2/1/2017,RCL,17889.09,0.31,96.30,-0.04,416011.00,98.42,2.42,191.60,0.99,1.38,0.06,6.47,14.09,0.04,-0.02,-0.02,0.00,88.52,88.77,77.47,82.20,80.85,67.74,-3.99,1.13,0.23,0.10,0.02
3/1/2017,RCL,17889.09,0.08,96.90,-0.04,414942.00,99.07,2.48,191.50,0.99,1.38,0.06,6.47,14.09,0.00,0.01,-0.03,0.00,90.61,93.36,79.40,82.94,83.06,68.80,-2.36,-0.31,-0.06,0.02,0.00
4/1/2017,RCL,17979.22,0.30,97.00,-0.05,416702.00,100.05,2.30,193.00,1.71,1.27,0.07,7.12,14.32,0.01,0.01,-0.02,0.00,91.06,96.92,81.17,83.38,85.03,69.06,-1.50,-1.41,0.00,0.00,0.10
5/1/2017,RCL,17979.22,0.09,97.10,-0.07,414274.00,100.14,2.30,192.80,1.71,1.27,0.07,7.12,14.32,0.01,-0.03,-0.04,0.00,100.59,101.08,83.37,84.19,88.09,74.47,0.28,-2.00,0.27,0.10,0.04
6/1/2017,RCL,17979.22,0.09,95.00,0.00,416360.00,100.31,2.19,193.60,1.71,1.27,0.07,7.12,14.32,0.01,0.02,0.01,0.00,104.23,105.78,86.03,85.08,91.21,75.99,2.42,-2.03,0.27,0.04,0.00
7/1/2017,RCL,18127.99,-0.07,93.40,-0.04,416487.00,100.14,2.32,193.50,3.49,1.12,0.07,7.40,15.03,0.02,-0.01,0.00,0.00,104.49,110.42,88.97,85.88,93.95,76.11,4.60,-1.49,0.00,0.00,0.07
8/1/2017,RCL,18127.99,0.30,96.80,-0.07,417014.00,99.69,2.21,193.80,3.49,1.12,0.07,7.40,15.03,0.00,-0.02,-0.02,0.00,112.07,114.36,92.73,87.05,97.41,79.44,7.35,-0.41,0.00,0.07,-0.01
9/1/2017,RCL,18127.99,0.53,95.10,0.01,426455.00,99.78,2.20,194.80,3.49,1.12,0.07,7.40,15.03,0.03,0.04,0.03,0.00,111.23,116.79,96.42,88.61,100.25,77.84,10.25,1.27,0.06,-0.01,0.04
10/1/2017,RCL,18310.30,-0.06,100.70,-0.03,426656.00,101.04,2.36,194.90,1.34,1.09,0.07,7.53,14.93,0.02,-0.02,0.00,0.00,115.93,120.65,100.56,91.16,103.33,79.67,13.36,3.38,0.00,0.04,0.01
11/1/2017,RCL,18310.30,0.00,98.50,0.01,430967.00,101.23,2.35,195.90,1.34,1.09,0.07,7.53,14.93,0.03,-0.01,0.00,0.00,117.18,122.26,104.61,93.65,106.18,80.18,15.81,5.58,0.00,0.01,-0.01
12/1/2017,RCL,18310.30,-0.06,95.90,0.00,434129.00,101.39,2.40,196.30,1.34,1.09,0.07,7.53,14.93,0.01,-0.01,0.00,0.00,115.99,123.75,107.90,95.85,108.45,77.85,17.94,7.84,-0.26,-0.01,0.04
1/1/2018,RCL,18437.13,0.54,95.70,-0.09,431785.00,101.35,2.58,197.90,1.02,1.25,0.07,7.56,14.75,0.06,-0.03,-0.01,0.00,120.52,125.17,111.28,98.38,111.00,79.75,19.98,10.22,-0.37,0.04,0.01
2/1/2018,RCL,18437.13,0.45,99.70,-0.03,434631.00,101.71,2.86,199.30,1.02,1.25,0.07,7.56,14.75,-0.04,0.00,-0.01,0.00,121.84,126.62,114.50,101.15,113.41,80.32,21.32,12.56,0.00,0.01,-0.05
3/1/2018,RCL,18437.13,0.23,101.40,-0.02,433239.00,102.28,2.84,199.30,1.02,1.25,0.07,7.56,14.75,-0.02,0.04,0.00,0.00,116.30,126.43,116.58,103.74,114.64,70.49,21.81,14.71,0.17,-0.05,-0.06
4/1/2018,RCL,18565.70,0.40,98.80,-0.02,435061.00,103.43,2.87,200.30,2.19,1.23,0.07,8.04,12.27,0.00,0.01,0.01,0.00,109.70,122.42,117.99,105.98,114.77,61.55,21.25,16.56,0.21,-0.06,-0.08
5/1/2018,RCL,18565.70,0.42,98.00,0.02,439759.00,102.47,2.98,203.20,2.19,1.23,0.07,8.04,12.27,0.03,0.05,-0.03,0.00,101.35,115.01,118.68,107.84,113.70,52.56,19.66,17.93,0.15,-0.08,0.01
6/1/2018,RCL,18565.70,0.16,98.20,-0.06,437527.00,103.25,2.91,204.20,2.19,1.23,0.07,8.04,12.27,0.00,0.01,-0.02,0.00,102.59,109.96,118.63,109.61,112.87,53.14,18.05,18.80,0.00,0.01,0.01
